	contamination	data	f1_macro	in_f1	in_prec	in_rec	inlier_classes	labeled_data	n_oe	out_f1	out_prec	out_rec	outlier_classes	seed	test_size	use_ivis
158	0.16666666666666666	train	0.9807653776798237	0.9937888198757764	0.9876543209876543	1.0	[1]	1.0	0.0	0.967741935483871	1.0	0.9375	[12]	43.0	0.2	1.0
159	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[12]	43.0	0.2	1.0
160	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[12]	44.0	0.2	1.0
161	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[12]	44.0	0.2	1.0
162	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[13]	42.0	0.2	1.0
163	0.16666666666666666	test	0.8095238095238095	0.9523809523809523	0.9090909090909091	1.0	[1]	1.0	0.0	0.6666666666666666	1.0	0.5	[13]	42.0	0.2	1.0
164	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[13]	43.0	0.2	1.0
165	0.16666666666666666	test	0.6651162790697674	0.9302325581395349	0.8695652173913043	1.0	[1]	1.0	0.0	0.4	1.0	0.25	[13]	43.0	0.2	1.0
166	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[13]	44.0	0.2	1.0
167	0.16666666666666666	test	0.8095238095238095	0.9523809523809523	0.9090909090909091	1.0	[1]	1.0	0.0	0.6666666666666666	1.0	0.5	[13]	44.0	0.2	1.0
168	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[14]	42.0	0.2	1.0
169	0.16666666666666666	test	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[14]	42.0	0.2	1.0
170	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[14]	43.0	0.2	1.0
171	0.16666666666666666	test	0.9316239316239316	0.9743589743589743	1.0	0.95	[1]	1.0	0.0	0.888888888888889	0.8	1.0	[14]	43.0	0.2	1.0
172	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[14]	44.0	0.2	1.0
173	0.16666666666666666	test	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[14]	44.0	0.2	1.0
174	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[15]	42.0	0.2	1.0
